,orderItemID,orderDate,deliveryDate,itemID,size,color,manufacturerID,price,customerID,salutation,dateOfBirth,state,creationDate,returnShipment
1212,1213,2012-04-03,2012-04-05,722,37,grey,40,119.9,1649,Mrs,1900-11-19,Bavaria,2011-11-14,1
1213,1214,2012-04-03,2012-04-05,723,38,black,91,79.9,1649,Mrs,1900-11-19,Bavaria,2011-11-14,1
1214,1215,2012-04-03,2012-04-05,724,37,red,69,74.95,1649,Mrs,1900-11-19,Bavaria,2011-11-14,0
1215,1216,2012-04-03,2012-04-05,95,21,denim,25,59.9,1649,Mrs,1900-11-19,Bavaria,2011-11-14,1
1216,1217,2012-04-03,2012-04-05,195,m,blue,46,19.9,1649,Mrs,1900-11-19,Bavaria,2011-11-14,0
1217,1218,2012-04-03,2012-04-05,195,l,blue,46,19.9,1649,Mrs,1900-11-19,Bavaria,2011-11-14,1
1218,1219,2012-04-03,2012-04-13,32,m,azure,3,24.9,1649,Mrs,1900-11-19,Bavaria,2011-11-14,0
1219,1220,2012-04-03,,405,37,petrol,18,129.9,1649,Mrs,1900-11-19,Bavaria,2011-11-14,0
1220,1221,2012-04-03,2012-05-07,36,38,stained,1,89.9,1649,Mrs,1900-11-19,Bavaria,2011-11-14,1
1573,1574,2012-04-02,2012-04-05,30,3,red,21,49.95,1811,Mrs,1900-11-19,North Rhine-Westphalia,2011-02-16,1
1574,1575,2012-04-02,2012-04-05,30,4,red,21,49.95,1811,Mrs,1900-11-19,North Rhine-Westphalia,2011-02-16,1
1575,1576,2012-04-02,2012-04-05,30,5,red,21,49.95,1811,Mrs,1900-11-19,North Rhine-Westphalia,2011-02-16,1
1576,1577,2012-04-02,2012-04-05,30,6,red,21,49.95,1811,Mrs,1900-11-19,North Rhine-Westphalia,2011-02-16,1
1577,1578,2012-04-02,2012-04-05,30,3,blue,21,49.95,1811,Mrs,1900-11-19,North Rhine-Westphalia,2011-02-16,1
1578,1579,2012-04-02,2012-04-05,30,4,blue,21,49.95,1811,Mrs,1900-11-19,North Rhine-Westphalia,2011-02-16,0
1579,1580,2012-04-02,2012-04-05,30,5,blue,21,49.95,1811,Mrs,1900-11-19,North Rhine-Westphalia,2011-02-16,1
1580,1581,2012-04-02,2012-04-05,30,6,blue,21,49.95,1811,Mrs,1900-11-19,North Rhine-Westphalia,2011-02-16,1
1873,1874,2012-04-04,2012-04-05,61,m,magenta,28,79.9,1947,Mr,1900-11-19,Hesse,2011-09-24,0
2031,2032,2012-04-04,2012-04-05,423,s,blue,33,24.9,2007,Mrs,1900-11-19,Bremen,2011-02-16,0
2032,2033,2012-04-04,2012-04-05,423,s,red,33,24.9,2007,Mrs,1900-11-19,Bremen,2011-02-16,1
2033,2034,2012-04-04,2012-04-05,63,s,blue,33,19.9,2007,Mrs,1900-11-19,Bremen,2011-02-16,1
2034,2035,2012-04-04,2012-04-05,63,s,red,33,19.9,2007,Mrs,1900-11-19,Bremen,2011-02-16,1
2035,2036,2012-04-04,2012-04-05,175,s,red,3,16.9,2007,Mrs,1900-11-19,Bremen,2011-02-16,0
2036,2037,2012-04-04,2012-04-05,175,s,orange,3,16.9,2007,Mrs,1900-11-19,Bremen,2011-02-16,1
2037,2038,2012-04-04,2012-04-05,62,unsized,white,5,0.0,2007,Mrs,1900-11-19,Bremen,2011-02-16,1
2038,2039,2012-04-04,2012-04-05,62,unsized,white,5,0.0,2007,Mrs,1900-11-19,Bremen,2011-02-16,1
2039,2040,2012-04-04,2012-04-05,62,unsized,white,5,0.0,2007,Mrs,1900-11-19,Bremen,2011-02-16,1
2040,2041,2012-04-04,2012-04-05,62,unsized,white,5,0.0,2007,Mrs,1900-11-19,Bremen,2011-02-16,0
2041,2042,2012-04-04,2012-04-14,175,s,green,3,16.9,2007,Mrs,1900-11-19,Bremen,2011-02-16,0
2229,2230,2012-04-02,2012-04-05,36,39,black,1,79.9,2068,Mrs,1900-12-20,Baden-Wuerttemberg,2011-08-05,1
2336,2337,2012-04-02,2012-04-05,27,6,brown,19,79.9,2118,Mrs,1900-11-20,Baden-Wuerttemberg,2011-02-16,1
2337,2338,2012-04-02,2012-04-05,27,6+,brown,19,79.9,2118,Mrs,1900-11-20,Baden-Wuerttemberg,2011-02-16,1
2338,2339,2012-04-02,,109,39,brown,1,119.9,2118,Mrs,1900-11-20,Baden-Wuerttemberg,2011-02-16,0
3019,3020,2012-04-03,2012-04-05,180,39,black,1,99.9,2389,Mrs,1900-11-19,Rhineland-Palatinate,2011-02-16,0
3172,3173,2012-04-04,2012-04-05,378,xxl,mocca,5,59.9,239,Mrs,1900-11-19,Hesse,2011-11-17,1
3193,3194,2012-04-03,2012-04-05,138,xl,grey,46,39.9,2470,Mrs,1900-11-19,Bavaria,2011-02-16,1
3194,3195,2012-04-03,2012-04-05,413,xl,white,14,89.9,2470,Mrs,1900-11-19,Bavaria,2011-02-16,1
3195,3196,2012-04-03,2012-04-16,194,xl,white,5,69.9,2470,Mrs,1900-11-19,Bavaria,2011-02-16,1
3196,3197,2012-04-03,2012-04-16,263,xl,ocher,5,69.9,2470,Mrs,1900-11-19,Bavaria,2011-02-16,1
3197,3198,2012-04-03,2012-05-11,146,xl,white,3,24.9,2470,Mrs,1900-11-19,Bavaria,2011-02-16,0
3198,3199,2012-04-03,,122,43,grey,1,79.9,2470,Mrs,1900-11-19,Bavaria,2011-02-16,0
3240,3241,2012-04-03,2012-04-06,574,42,brown,11,29.9,2491,Mrs,1900-11-19,Bavaria,2011-02-16,0
3241,3242,2012-04-03,2012-04-06,574,46,brown,11,29.9,2491,Mrs,1900-11-19,Bavaria,2011-02-16,1
3242,3243,2012-04-03,2012-04-06,125,xl,blue,2,39.9,2491,Mrs,1900-11-19,Bavaria,2011-02-16,1
3412,3413,2012-04-04,2012-04-06,680,38,purple,54,89.9,2566,Mrs,1900-11-19,Baden-Wuerttemberg,2011-02-16,0
3413,3414,2012-04-04,2012-04-06,180,39,black,1,99.9,2566,Mrs,1900-11-19,Baden-Wuerttemberg,2011-02-16,0
3414,3415,2012-04-04,2012-04-06,363,38,ecru,40,89.9,2566,Mrs,1900-11-19,Baden-Wuerttemberg,2011-02-16,1
3415,3416,2012-04-04,2012-04-06,722,38,grey,40,119.9,2566,Mrs,1900-11-19,Baden-Wuerttemberg,2011-02-16,0
3416,3417,2012-04-04,2012-04-06,824,6,brown,19,79.9,2566,Mrs,1900-11-19,Baden-Wuerttemberg,2011-02-16,1
3555,3556,2012-04-04,,695,44,anthracite,9,109.9,2566,Mrs,1900-11-19,Baden-Wuerttemberg,2011-02-16,0
3651,3652,2012-04-04,2012-04-06,191,s,white,3,21.9,2680,Mrs,1900-11-19,Schleswig-Holstein,2011-04-22,0
3652,3653,2012-04-04,2012-04-06,191,m,white,3,21.9,2680,Mrs,1900-11-19,Schleswig-Holstein,2011-04-22,1
3653,3654,2012-04-04,2012-04-06,57,s,red,3,34.9,2680,Mrs,1900-11-19,Schleswig-Holstein,2011-04-22,0
3654,3655,2012-04-04,2012-04-06,57,m,red,3,34.9,2680,Mrs,1900-11-19,Schleswig-Holstein,2011-04-22,1
3655,3656,2012-04-04,2012-04-06,63,s,khaki,33,19.9,2680,Mrs,1900-11-19,Schleswig-Holstein,2011-04-22,1
3656,3657,2012-04-04,2012-04-06,63,m,khaki,33,19.9,2680,Mrs,1900-11-19,Schleswig-Holstein,2011-04-22,1
3657,3658,2012-04-04,2012-04-06,233,m,red,25,59.9,2680,Mrs,1900-11-19,Schleswig-Holstein,2011-04-22,0
3658,3659,2012-04-04,2012-04-12,191,m,purple,3,21.9,2680,Mrs,1900-11-19,Schleswig-Holstein,2011-04-22,0
3659,3660,2012-04-04,,191,s,purple,3,21.9,2680,Mrs,1900-11-19,Schleswig-Holstein,2011-04-22,0
3660,3661,2012-04-04,2012-04-30,443,38,blue,25,69.9,2680,Mrs,1900-11-19,Schleswig-Holstein,2011-04-22,1
3705,3706,2012-04-04,2012-04-26,193,36,black,53,79.9,2707,Mrs,1900-11-19,Berlin,2011-02-16,0
3706,3707,2012-04-04,2012-04-26,232,unsized,black,32,19.9,2707,Mrs,1900-11-19,Berlin,2011-02-16,0
4494,4495,2012-04-05,2012-04-24,39,39,red,26,119.9,3033,Mrs,1900-11-19,Saxony,2011-09-29,0
4495,4496,2012-04-05,2012-04-24,222,l,beige,3,49.9,3033,Mrs,1900-11-19,Saxony,2011-09-29,1
4496,4497,2012-04-05,2012-04-24,282,l,grey,20,29.9,3033,Mrs,1900-11-19,Saxony,2011-09-29,1
4564,4565,2012-04-05,2012-04-06,165,40,ocher,47,89.9,3068,Mrs,1900-11-19,Bavaria,2011-02-16,1
4565,4566,2012-04-05,2012-04-10,165,40,red,47,89.9,3068,Mrs,1900-11-19,Bavaria,2011-02-16,0
4566,4567,2012-04-05,2012-04-10,223,7,brown,19,79.9,3068,Mrs,1900-11-19,Bavaria,2011-02-16,0
4618,4619,2012-04-05,2012-04-25,211,41,ocher,1,89.9,3113,Mrs,1900-11-19,Lower Saxony,2011-02-16,1
4712,4713,2012-04-05,2012-04-06,358,l,grey,74,59.9,3150,Mrs,1901-02-05,North Rhine-Westphalia,2011-02-16,1
4713,4714,2012-04-05,2012-04-06,358,m,grey,74,59.9,3150,Mrs,1901-02-05,North Rhine-Westphalia,2011-02-16,1
4714,4715,2012-04-05,2012-04-06,533,l,ocher,74,49.9,3150,Mrs,1901-02-05,North Rhine-Westphalia,2011-02-16,1
4715,4716,2012-04-05,2012-04-06,533,m,ocher,74,49.9,3150,Mrs,1901-02-05,North Rhine-Westphalia,2011-02-16,0
4716,4717,2012-04-05,2012-04-06,424,m,ocher,31,59.9,3150,Mrs,1901-02-05,North Rhine-Westphalia,2011-02-16,0
4717,4718,2012-04-05,2012-04-06,82,l,mocca,5,69.9,3150,Mrs,1901-02-05,North Rhine-Westphalia,2011-02-16,1
4718,4719,2012-04-05,2012-04-06,255,l,olive,37,34.9,3150,Mrs,1901-02-05,North Rhine-Westphalia,2011-02-16,1
4719,4720,2012-04-05,2012-04-06,255,l,black,37,34.9,3150,Mrs,1901-02-05,North Rhine-Westphalia,2011-02-16,1
4720,4721,2012-04-05,2012-04-06,282,l,grey,20,29.9,3150,Mrs,1901-02-05,North Rhine-Westphalia,2011-02-16,1
4721,4722,2012-04-05,2012-04-06,683,unsized,grey,46,14.9,3150,Mrs,1901-02-05,North Rhine-Westphalia,2011-02-16,0
4722,4723,2012-04-05,2012-04-06,365,unsized,blue,71,19.9,3150,Mrs,1901-02-05,North Rhine-Westphalia,2011-02-16,1
4723,4724,2012-04-05,2012-04-06,242,l,black,20,119.9,3150,Mrs,1901-02-05,North Rhine-Westphalia,2011-02-16,1
4724,4725,2012-04-05,2012-04-06,577,40,stained,16,149.9,3150,Mrs,1901-02-05,North Rhine-Westphalia,2011-02-16,0
4725,4726,2012-04-05,2012-04-12,282,l,black,20,29.9,3150,Mrs,1901-02-05,North Rhine-Westphalia,2011-02-16,0
4726,4727,2012-04-05,2012-05-11,270,l,grey,49,79.9,3150,Mrs,1901-02-05,North Rhine-Westphalia,2011-02-16,1
4727,4728,2012-04-05,2012-05-11,333,unsized,green,71,39.9,3150,Mrs,1901-02-05,North Rhine-Westphalia,2011-02-16,0
4728,4729,2012-04-05,,282,l,petrol,20,29.9,3150,Mrs,1901-02-05,North Rhine-Westphalia,2011-02-16,0
4729,4730,2012-04-05,,82,l,dark denim,5,69.9,3150,Mrs,1901-02-05,North Rhine-Westphalia,2011-02-16,0
4730,4731,2012-04-05,,82,l,dark denim,5,69.9,3150,Mrs,1901-02-05,North Rhine-Westphalia,2011-02-16,0
5110,5111,2012-04-06,2012-04-06,300,xxl,blue,46,34.9,239,Mrs,1900-11-19,Hesse,2011-11-17,0
5111,5112,2012-04-06,2012-04-06,301,xl,red,20,54.9,239,Mrs,1900-11-19,Hesse,2011-11-17,1
5112,5113,2012-04-06,2012-04-06,271,xl,brown,5,59.9,239,Mrs,1900-11-19,Hesse,2011-11-17,1
5291,5292,2012-04-06,2012-04-10,258,m,blue,3,39.9,3415,Mrs,1900-11-19,Lower Saxony,2011-10-09,1
5292,5293,2012-04-06,2012-04-10,62,unsized,ash,5,14.9,3415,Mrs,1900-11-19,Lower Saxony,2011-10-09,0
5293,5294,2012-04-06,2012-04-10,32,m,black,3,24.9,3415,Mrs,1900-11-19,Lower Saxony,2011-10-09,0
5294,5295,2012-04-06,2012-04-10,59,unsized,grey,32,19.9,3415,Mrs,1900-11-19,Lower Saxony,2011-10-09,0
5295,5296,2012-04-06,2012-04-10,28,m,petrol,20,39.9,3415,Mrs,1900-11-19,Lower Saxony,2011-10-09,0
5296,5297,2012-04-06,2012-04-10,28,m,grey,20,39.9,3415,Mrs,1900-11-19,Lower Saxony,2011-10-09,0
5297,5298,2012-04-06,2012-05-21,465,m,ash,49,59.9,3415,Mrs,1900-11-19,Lower Saxony,2011-10-09,0
5298,5299,2012-04-06,2012-05-21,465,m,grey,49,59.9,3415,Mrs,1900-11-19,Lower Saxony,2011-10-09,0
5299,5300,2012-04-06,2012-05-21,9,5,grey,4,119.95,3415,Mrs,1900-11-19,Lower Saxony,2011-10-09,0
5542,5543,2012-04-06,2012-04-09,46,m,blue,29,69.9,3516,Mrs,1900-11-19,Brandenburg,2011-10-07,1
6026,6027,2012-04-07,2012-04-09,14,39,grey,1,129.9,3707,Mrs,1900-11-19,Lower Saxony,2011-02-16,0
6027,6028,2012-04-07,2012-04-09,44,unsized,pallid,1,14.9,3707,Mrs,1900-11-19,Lower Saxony,2011-02-16,0
6125,6126,2012-04-07,2012-04-09,137,37,green,38,109.9,3763,Mrs,1900-11-19,North Rhine-Westphalia,2011-12-15,0
6126,6127,2012-04-07,2012-04-09,32,m,white,3,24.9,3763,Mrs,1900-11-19,North Rhine-Westphalia,2011-12-15,1
6386,6387,2012-04-07,2012-04-10,113,37,red,1,99.9,1649,Mrs,1900-11-19,Bavaria,2011-11-14,1
6387,6388,2012-04-07,2012-04-10,342,37,red,1,129.9,1649,Mrs,1900-11-19,Bavaria,2011-11-14,1
6388,6389,2012-04-07,2012-04-10,52,37,white,18,129.9,1649,Mrs,1900-11-19,Bavaria,2011-11-14,0
6389,6390,2012-04-07,2012-04-10,78,37,ecru,1,89.9,1649,Mrs,1900-11-19,Bavaria,2011-11-14,1
6390,6391,2012-04-07,2012-04-10,206,37,ecru,45,89.9,1649,Mrs,1900-11-19,Bavaria,2011-11-14,1
6391,6392,2012-04-07,2012-04-10,894,37,grey,1,89.9,1649,Mrs,1900-11-19,Bavaria,2011-11-14,1
6392,6393,2012-04-07,2012-04-10,870,37,red,1,89.9,1649,Mrs,1900-11-19,Bavaria,2011-11-14,1
6393,6394,2012-04-07,2012-04-10,95,20,denim,25,59.9,1649,Mrs,1900-11-19,Bavaria,2011-11-14,1
6394,6395,2012-04-07,,383,28,red,69,75.95,1649,Mrs,1900-11-19,Bavaria,2011-11-14,0
6395,6396,2012-04-07,,383,27,blue,69,75.95,1649,Mrs,1900-11-19,Bavaria,2011-11-14,0
6396,6397,2012-04-07,,85,37,red,40,109.9,1649,Mrs,1900-11-19,Bavaria,2011-11-14,0
6397,6398,2012-04-07,,85,37,petrol,40,109.9,1649,Mrs,1900-11-19,Bavaria,2011-11-14,0
6663,6664,2012-04-06,2012-04-09,225,40,red,17,109.9,4006,Mrs,1901-06-06,Hesse,2011-04-19,1
6664,6665,2012-04-06,2012-04-09,228,7,blue,57,99.9,4006,Mrs,1901-06-06,Hesse,2011-04-19,1
6665,6666,2012-04-06,2012-04-09,71,7,black,21,69.95,4006,Mrs,1901-06-06,Hesse,2011-04-19,1
6666,6667,2012-04-06,2012-04-09,121,40,purple,43,99.9,4006,Mrs,1901-06-06,Hesse,2011-04-19,0
6705,6706,2012-04-07,2012-05-08,314,unsized,turquoise,68,24.9,4032,Mrs,1900-11-19,Thuringia,2011-02-16,1
6706,6707,2012-04-07,2012-05-08,56,38,denim,25,59.9,4032,Mrs,1900-11-19,Thuringia,2011-02-16,1
6856,6857,2012-04-07,2012-04-09,479,37,blue,17,129.9,4099,Mrs,1900-11-19,North Rhine-Westphalia,2011-10-29,0
7002,7003,2012-04-07,2012-04-09,110,40,black,1,89.9,4159,Mrs,1900-11-19,Baden-Wuerttemberg,2011-02-16,1
7003,7004,2012-04-07,2012-04-09,110,40,blue,1,89.9,4159,Mrs,1900-11-19,Baden-Wuerttemberg,2011-02-16,1
7004,7005,2012-04-07,2012-04-09,187,s,purple,14,49.9,4159,Mrs,1900-11-19,Baden-Wuerttemberg,2011-02-16,1
7005,7006,2012-04-07,2012-04-09,187,s,white,14,49.9,4159,Mrs,1900-11-19,Baden-Wuerttemberg,2011-02-16,1
7006,7007,2012-04-07,2012-04-09,368,unsized,blue,11,29.9,4159,Mrs,1900-11-19,Baden-Wuerttemberg,2011-02-16,0
7007,7008,2012-04-07,2012-04-12,126,9+,black,21,79.95,4159,Mrs,1900-11-19,Baden-Wuerttemberg,2011-02-16,0
7008,7009,2012-04-07,2012-04-12,126,9,black,21,79.95,4159,Mrs,1900-11-19,Baden-Wuerttemberg,2011-02-16,1
7009,7010,2012-04-07,2012-05-11,187,s,blue,14,49.9,4159,Mrs,1900-11-19,Baden-Wuerttemberg,2011-02-16,1
7010,7011,2012-04-07,2012-05-25,47,s,blue,11,79.9,4159,Mrs,1900-11-19,Baden-Wuerttemberg,2011-02-16,1
7384,7385,2012-04-07,2012-04-10,27,6,brown,19,79.9,4302,Mrs,1900-11-19,Hamburg,2011-06-29,1
7385,7386,2012-04-07,2012-04-24,165,39,mocca,47,89.9,4302,Mrs,1900-11-19,Hamburg,2011-06-29,1
7386,7387,2012-04-07,2012-04-24,64,39,brown,18,119.9,4302,Mrs,1900-11-19,Hamburg,2011-06-29,1
7409,7410,2012-04-07,2012-04-13,109,39,anthracite,1,119.9,4318,Mrs,1900-11-19,Brandenburg,2011-02-16,1
7410,7411,2012-04-07,2012-04-13,109,40,anthracite,1,119.9,4318,Mrs,1900-11-19,Brandenburg,2011-02-16,1
7411,7412,2012-04-07,2012-04-13,105,39,black,45,99.9,4318,Mrs,1900-11-19,Brandenburg,2011-02-16,1
7412,7413,2012-04-07,2012-04-13,105,40,black,45,99.9,4318,Mrs,1900-11-19,Brandenburg,2011-02-16,1
7413,7414,2012-04-07,2012-04-13,202,6,olive,57,94.9,4318,Mrs,1900-11-19,Brandenburg,2011-02-16,0
7414,7415,2012-04-07,2012-05-15,178,6,black,4,89.95,4318,Mrs,1900-11-19,Brandenburg,2011-02-16,0
7415,7416,2012-04-07,2012-05-22,178,6+,black,4,89.95,4318,Mrs,1900-11-19,Brandenburg,2011-02-16,1
7449,7450,2012-04-07,2012-04-10,32,xl,white,3,21.9,4327,Mrs,1908-10-14,North Rhine-Westphalia,2011-02-16,0
7450,7451,2012-04-07,2012-04-10,32,xl,black,3,21.9,4327,Mrs,1908-10-14,North Rhine-Westphalia,2011-02-16,0
7451,7452,2012-04-07,2012-04-10,32,xl,grey,3,21.9,4327,Mrs,1908-10-14,North Rhine-Westphalia,2011-02-16,0
7747,7748,2012-04-07,2012-04-14,14,43,anthracite,1,129.9,4456,Mrs,1900-11-19,Saxony,2011-05-22,1
7748,7749,2012-04-07,2012-04-14,14,42,anthracite,1,129.9,4456,Mrs,1900-11-19,Saxony,2011-05-22,0
7749,7750,2012-04-07,2012-04-17,14,42,anthracite,1,129.9,4456,Mrs,1900-11-19,Saxony,2011-05-22,0
7796,7797,2012-04-07,2012-04-10,22,m,purple,14,39.9,4467,Mrs,1901-09-28,Bavaria,2011-03-23,1
7797,7798,2012-04-07,2012-04-10,22,l,pink,14,39.9,4467,Mrs,1901-09-28,Bavaria,2011-03-23,1
7798,7799,2012-04-07,2012-04-10,22,m,orange,14,39.9,4467,Mrs,1901-09-28,Bavaria,2011-03-23,1
7995,7996,2012-04-07,,33,xxl,azure,5,69.9,4529,Mrs,1900-11-19,Berlin,2011-02-16,0
8119,8120,2012-04-07,2012-04-10,56,36,denim,25,59.9,4561,Mrs,1900-11-19,North Rhine-Westphalia,2011-02-16,1
8120,8121,2012-04-07,2012-04-10,166,38,berry,6,69.9,4561,Mrs,1900-11-19,North Rhine-Westphalia,2011-02-16,0
8121,8122,2012-04-07,2012-04-10,166,38,green,6,69.9,4561,Mrs,1900-11-19,North Rhine-Westphalia,2011-02-16,0
8122,8123,2012-04-07,2012-04-10,57,m,red,3,39.9,4561,Mrs,1900-11-19,North Rhine-Westphalia,2011-02-16,0
8123,8124,2012-04-07,2012-04-10,2,m,green,2,39.9,4561,Mrs,1900-11-19,North Rhine-Westphalia,2011-02-16,0
8124,8125,2012-04-07,2012-04-26,51,s,berry,5,69.9,4561,Mrs,1900-11-19,North Rhine-Westphalia,2011-02-16,0
8125,8126,2012-04-07,2012-05-15,87,s,ocher,5,79.9,4561,Mrs,1900-11-19,North Rhine-Westphalia,2011-02-16,0
8459,8460,2012-04-07,2012-04-10,56,38,denim,25,59.9,4708,Mrs,1901-01-22,Schleswig-Holstein,2011-02-16,1
8460,8461,2012-04-07,,71,8+,ocher,21,69.95,4708,Mrs,1901-01-22,Schleswig-Holstein,2011-02-16,0
8603,8604,2012-04-07,2012-04-10,343,xl,black,37,49.9,4750,Mrs,1900-11-19,North Rhine-Westphalia,2011-02-16,1
8604,8605,2012-04-07,2012-04-10,202,6,white,57,94.9,4750,Mrs,1900-11-19,North Rhine-Westphalia,2011-02-16,1
9320,9321,2012-04-08,2012-04-24,113,42,grey,1,99.9,5000,Mrs,1900-11-19,Berlin,2011-11-15,0
9646,9647,2012-04-08,2012-04-13,183,l,denim,5,79.9,1086,Mrs,1901-04-02,Baden-Wuerttemberg,2011-02-16,1
9647,9648,2012-04-08,2012-04-13,183,l,red,5,79.9,1086,Mrs,1901-04-02,Baden-Wuerttemberg,2011-02-16,1
9648,9649,2012-04-08,2012-04-13,45,l,dark denim,5,79.9,1086,Mrs,1901-04-02,Baden-Wuerttemberg,2011-02-16,1
9649,9650,2012-04-08,2012-04-13,116,l,petrol,5,99.9,1086,Mrs,1901-04-02,Baden-Wuerttemberg,2011-02-16,1
9650,9651,2012-04-08,2012-04-13,116,xl,denim,5,99.9,1086,Mrs,1901-04-02,Baden-Wuerttemberg,2011-02-16,1
9651,9652,2012-04-08,2012-04-13,413,l,denim,14,89.9,1086,Mrs,1901-04-02,Baden-Wuerttemberg,2011-02-16,1
9652,9653,2012-04-08,2012-04-13,413,xl,denim,14,89.9,1086,Mrs,1901-04-02,Baden-Wuerttemberg,2011-02-16,1
9653,9654,2012-04-08,2012-04-13,215,l,denim,28,99.9,1086,Mrs,1901-04-02,Baden-Wuerttemberg,2011-02-16,0
9654,9655,2012-04-08,2012-04-13,215,xl,denim,28,99.9,1086,Mrs,1901-04-02,Baden-Wuerttemberg,2011-02-16,1
9655,9656,2012-04-08,2012-04-13,215,l,black,28,99.9,1086,Mrs,1901-04-02,Baden-Wuerttemberg,2011-02-16,1
9656,9657,2012-04-08,2012-04-13,215,xl,black,28,99.9,1086,Mrs,1901-04-02,Baden-Wuerttemberg,2011-02-16,1
9657,9658,2012-04-08,2012-05-01,183,l,berry,5,79.9,1086,Mrs,1901-04-02,Baden-Wuerttemberg,2011-02-16,1
9658,9659,2012-04-08,,45,xl,dark denim,5,79.9,1086,Mrs,1901-04-02,Baden-Wuerttemberg,2011-02-16,0
9937,9938,2012-04-08,2012-04-10,69,xxl,orange,5,54.9,5199,Mrs,1900-11-19,Bavaria,2011-05-01,1
9938,9939,2012-04-08,2012-04-10,96,xxl,orange,3,16.9,5199,Mrs,1900-11-19,Bavaria,2011-05-01,0
